,fn,tid,title,wordsInTitle,url,imdbRating,ratingCount,duration,year,type,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,FilmNoir,GameShow,History,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western
14309,titles04/index.html.9166,tt0441773,Kung Fu Panda (2008) ,kung fu panda,http://www.imdb.com/title/tt0441773/,7.6,216682.0,5520.0,2008.0,video.movie,17,25,93,2327,336,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14310,titles04/index.html.9167,tt0441774,Samotne serca (2006) ,lonely hearts killers,http://www.imdb.com/title/tt0441774/,6.5,15485.0,6480.0,2006.0,video.movie,0,0,9,164,73,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14311,titles04/index.html.9168,tt0441796,Zostan zywy (2006) ,stay alive,http://www.imdb.com/title/tt0441796/,5.0,22817.0,5100.0,2006.0,video.movie,0,0,13,133,280,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
14313,titles04/index.html.9172,tt0442268,"Ima, ai ni yukimasu (2004) ",ima ai ni yukimasu,http://www.imdb.com/title/tt0442268/,8.1,2747.0,7140.0,2004.0,video.movie,1,2,0,0,33,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14315,titles04/index.html.9177,tt0443295,"Twoje, moje i nasze (2005) ",deine meine unsere,http://www.imdb.com/title/tt0443295/,5.3,17819.0,5400.0,2005.0,video.movie,0,0,35,23,106,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14319,titles04/index.html.9180,tt0443431,Kolejny gejowski film (2006) ,another gay movie,http://www.imdb.com/title/tt0443431/,5.0,6890.0,5520.0,2006.0,video.movie,2,1,12,33,69,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14320,titles04/index.html.9181,tt0443453,"Borat: Podpatrzone w Ameryce, aby Kazachstan rósł w siłę, a ludzie żyli dostatniej (2006) ",borat kulturelle lernung von amerika um benefiz f r glorreiche nation von kasachstan zu machen,http://www.imdb.com/title/tt0443453/,7.3,247912.0,5040.0,2006.0,video.movie,18,15,66,228,1188,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14321,titles04/index.html.9185,tt0443489,Dreamgirls (2006) ,dreamgirls,http://www.imdb.com/title/tt0443489/,6.6,45502.0,7800.0,2006.0,video.movie,59,53,196,1697,494,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
14322,titles04/index.html.9187,tt0443518,Dziewczyna z kawiarni (TV Movie 2005) ,g auf wolke sieben tv movie,http://www.imdb.com/title/tt0443518/,7.6,6841.0,5640.0,2005.0,video.movie,6,9,0,0,116,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14323,titles04/index.html.9188,tt0443536,Czerwony Kapturek: Prawdziwa historia (2005) ,die rotk ppchenverschw rung,http://www.imdb.com/title/tt0443536/,6.6,39301.0,4800.0,2005.0,video.movie,0,0,25,121,239,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14324,titles04/index.html.9193,tt0443676,Champion 2 (Video 2006) ,undisputed ii last man standing,http://www.imdb.com/title/tt0443676/,7.1,17251.0,5880.0,2006.0,video.movie,0,0,11,9,39,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14325,titles04/index.html.9194,tt0443680,Zabójstwo Jesse'ego Jamesa przez tchórzliwego Roberta Forda (2007) ,die ermordung des jesse james durch den feigling robert ford,http://www.imdb.com/title/tt0443680/,7.6,115304.0,9600.0,2007.0,video.movie,23,29,92,1000,390,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14327,titles04/index.html.92,tt0013877,Ósma żona Sinobrodego (1923) ,bluebeard s eighth wife,http://www.imdb.com/title/tt0013877/,6.7,6.0,3600.0,1923.0,video.movie,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14328,titles04/index.html.920,tt0040076,Przygody Don Juana (1948) ,die liebesabenteuer des don juan,http://www.imdb.com/title/tt0040076/,7.0,1841.0,6600.0,1948.0,video.movie,1,2,8,4,40,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14329,titles04/index.html.9201,tt0444518,Un amour à taire (TV Movie 2005) ,un amour taire tv movie,http://www.imdb.com/title/tt0444518/,8.2,1939.0,6120.0,2005.0,video.movie,3,0,3,0,23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14330,titles04/index.html.9202,tt0444653,Wszystko zostaje w rodzinie (2005) ,mord im pfarrhaus,http://www.imdb.com/title/tt0444653/,6.9,24392.0,5940.0,2005.0,video.movie,1,1,9,26,125,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14331,titles04/index.html.9203,tt0444682,Plaga (2007) ,the reaping die boten der apokalypse,http://www.imdb.com/title/tt0444682/,5.7,33936.0,5940.0,2007.0,video.movie,0,0,73,133,174,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
14332,titles04/index.html.9204,tt0445033,Mass (2004) ,mass,http://www.imdb.com/title/tt0445033/,6.2,408.0,9720.0,2004.0,video.movie,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14333,titles04/index.html.9205,tt0445061,Stygian (2000) ,stygian,http://www.imdb.com/title/tt0445061/,6.2,106.0,4320.0,2000.0,video.movie,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14336,titles04/index.html.921,tt0040102,Another Part of the Forest (1948) ,another part of the forest,http://www.imdb.com/title/tt0040102/,7.3,158.0,6420.0,1948.0,video.movie,0,0,0,0,9,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14338,titles04/index.html.9211,tt0445934,Ostrza chwały (2007) ,die eisprinzen,http://www.imdb.com/title/tt0445934/,6.4,102146.0,5580.0,2007.0,video.movie,3,10,81,344,237,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14339,titles04/index.html.9216,tt0446046,Wytanczyc marzenia (2006) ,dance jeder traum beginnt mit dem ersten schritt,http://www.imdb.com/title/tt0446046/,6.6,18826.0,7080.0,2006.0,video.movie,1,6,43,75,127,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14340,titles04/index.html.9217,tt0446055,The Trials of Darryl Hunt (2006) ,the trials of darryl hunt,http://www.imdb.com/title/tt0446055/,7.7,617.0,6360.0,2006.0,video.movie,5,4,2,19,9,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14343,titles04/index.html.9224,tt0447854,Bambi II (Video 2006) ,bambi der herr der w lder,http://www.imdb.com/title/tt0447854/,6.1,5235.0,4500.0,2006.0,video.movie,1,1,18,25,43,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14346,titles04/index.html.9232,tt0449010,Eragon (2006) ,eragon das verm chtnis der drachenreiter,http://www.imdb.com/title/tt0449010/,5.1,91153.0,6240.0,2006.0,video.movie,1,3,38,253,1670,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14347,titles04/index.html.9236,tt0449089,R.V. Szalone wakacje na kólkach (2006) ,die chaoscamper,http://www.imdb.com/title/tt0449089/,5.5,37279.0,5940.0,2006.0,video.movie,1,2,30,96,239,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14348,titles04/index.html.9237,tt0449306,Lucky: No Time for Love (2005) ,lucky no time for love,http://www.imdb.com/title/tt0449306/,4.8,1636.0,10800.0,2005.0,video.movie,0,0,0,0,22,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
14349,titles04/index.html.9241,tt0449514,"Folies passagères, contes trash et sournois (2004) ",folies passag res contes trash et sournois,http://www.imdb.com/title/tt0449514/,7.7,43.0,4260.0,2004.0,video.movie,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14350,titles04/index.html.9243,tt0449945,Five Summer Stories (1972) ,five summer stories,http://www.imdb.com/title/tt0449945/,8.2,30.0,5640.0,1972.0,video.movie,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14351,titles04/index.html.9244,tt0449951,Ghajini (2005) ,ghajini,http://www.imdb.com/title/tt0449951/,7.4,2888.0,10500.0,2005.0,video.movie,3,8,0,0,19,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14352,titles04/index.html.9245,tt0449994,Ksiezniczka i cesarz (2008) ,jodhaa akbar,http://www.imdb.com/title/tt0449994/,7.6,11846.0,12780.0,2008.0,video.movie,22,25,5,247,113,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14353,titles04/index.html.9246,tt0449999,Nigdy nie mów zegnaj (2006) ,kabhi alvida naa kehna never say goodbye,http://www.imdb.com/title/tt0449999/,6.0,9846.0,11580.0,2006.0,video.movie,4,22,3,112,262,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14354,titles04/index.html.925,tt0040183,Dobry książę Charlie (1948) ,bonnie prince charlie,http://www.imdb.com/title/tt0040183/,4.8,126.0,8160.0,1948.0,video.movie,0,0,2,2,7,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14355,titles04/index.html.9250,tt0450278,Hostel (2005) ,hostel,http://www.imdb.com/title/tt0450278/,5.8,114864.0,5640.0,2005.0,video.movie,4,11,40,1303,1506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14356,titles04/index.html.9251,tt0450314,Punisher: Strefa wojny (2008) ,punisher war zone,http://www.imdb.com/title/tt0450314/,6.0,39236.0,6180.0,2008.0,video.movie,1,1,37,717,265,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14357,titles04/index.html.9252,tt0450345,Kult (2006) ,wicker man ritual des b sen,http://www.imdb.com/title/tt0450345/,3.6,45668.0,6120.0,2006.0,video.movie,1,5,34,395,712,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
14359,titles04/index.html.9255,tt0450405,Asystent wampira (2009) ,cirque du freak mitternachtszirkus,http://www.imdb.com/title/tt0450405/,6.0,31711.0,6540.0,2009.0,video.movie,1,0,26,465,149,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14360,titles04/index.html.9257,tt0450455,Life Is Ruff (TV Movie 2005) ,gut gebellt ist halb gewonnen tv movie,http://www.imdb.com/title/tt0450455/,5.1,874.0,5040.0,2005.0,video.movie,0,0,0,0,6,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14361,titles04/index.html.9258,tt0450843,Sheitan (2006) ,sheitan,http://www.imdb.com/title/tt0450843/,5.6,5865.0,5640.0,2006.0,video.movie,0,0,0,0,54,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
14362,titles04/index.html.926,tt0040185,Chłopiec z zielonymi włosami (1948) ,the boy with green hair,http://www.imdb.com/title/tt0040185/,6.9,1604.0,4920.0,1948.0,video.movie,0,0,4,6,49,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14363,titles04/index.html.9260,tt0451010,Nieodebrane Połączenie 2 (2005) ,the call,http://www.imdb.com/title/tt0451010/,5.5,2073.0,6300.0,2005.0,video.movie,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
14364,titles04/index.html.9261,tt0451021,The Comedians of Comedy (2005) ,the comedians of comedy,http://www.imdb.com/title/tt0451021/,7.5,1856.0,6180.0,2005.0,video.movie,0,0,0,0,16,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14365,titles04/index.html.9264,tt0451102,The Lost (2006) ,the lost,http://www.imdb.com/title/tt0451102/,6.1,1955.0,7140.0,2006.0,video.movie,2,0,5,146,40,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14366,titles04/index.html.9265,tt0451166,Premium (2006) ,premium,http://www.imdb.com/title/tt0451166/,6.0,417.0,5820.0,2006.0,video.movie,2,1,3,4,15,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14367,titles04/index.html.9266,tt0451631,Apaharan (2005) ,apaharan,http://www.imdb.com/title/tt0451631/,7.4,2040.0,10380.0,2005.0,video.movie,4,2,0,0,20,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14368,titles04/index.html.9267,tt0451803,Dlaczego sie zakochalem? (2005) ,maine pyaar kyun kiya,http://www.imdb.com/title/tt0451803/,5.5,2168.0,8700.0,2005.0,video.movie,0,0,0,0,23,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14370,titles04/index.html.9270,tt0452592,Borderland (2007) ,borderland,http://www.imdb.com/title/tt0452592/,5.6,7073.0,6300.0,2007.0,video.movie,0,0,14,19,54,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
14371,titles04/index.html.9271,tt0452594,Sztuka zrywania (2006) ,trennung mit hindernissen,http://www.imdb.com/title/tt0452594/,5.8,84155.0,6360.0,2006.0,video.movie,2,5,85,467,476,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14372,titles04/index.html.9272,tt0452598,Fałszywa dwunastka 2 (2005) ,im dutzend billiger zwei v ter drehen durch,http://www.imdb.com/title/tt0452598/,5.4,33210.0,5640.0,2005.0,video.movie,1,4,18,60,124,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14375,titles04/index.html.9285,tt0453556,Wojownicze Żółwie Ninja (2007) ,teenage mutant ninja turtles,http://www.imdb.com/title/tt0453556/,6.4,46615.0,5220.0,2007.0,video.movie,0,0,93,537,198,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14378,titles04/index.html.9296,tt0454874,Liebes Spiel (2005) ,liebes spiel,http://www.imdb.com/title/tt0454874/,4.5,109.0,5160.0,2005.0,video.movie,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14379,titles04/index.html.9298,tt0454919,Puls (2006) ,pulse,http://www.imdb.com/title/tt0454919/,4.7,22535.0,5400.0,2006.0,video.movie,0,0,38,204,256,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
14380,titles04/index.html.93,tt0014029,The Extra Girl (1923) ,the extra girl,http://www.imdb.com/title/tt0014029/,7.9,762.0,4080.0,1923.0,video.movie,0,0,2,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14381,titles04/index.html.930,tt0040308,Parada wielkanocna (1948) ,osterspaziergang,http://www.imdb.com/title/tt0040308/,7.5,5438.0,6420.0,1948.0,video.movie,1,0,21,60,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
14382,titles04/index.html.9301,tt0454987,Spotkajmy sie w wiezieniu (2006) ,ab in den knast,http://www.imdb.com/title/tt0454987/,6.0,17541.0,5040.0,2006.0,video.movie,0,0,22,18,56,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14383,titles04/index.html.9302,tt0455116,Han cheng gong lüe (2005) ,han cheng gong l e,http://www.imdb.com/title/tt0455116/,5.6,804.0,5700.0,2005.0,video.movie,0,0,0,0,10,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14385,titles04/index.html.9307,tt0455538,Jak stracić przyjaciół i zrazić do siebie ludzi (2008) ,new york f r anf nger,http://www.imdb.com/title/tt0455538/,6.5,55269.0,6600.0,2008.0,video.movie,0,0,20,11,95,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14388,titles04/index.html.9312,tt0455760,Martwa cisza (2007) ,dead silence,http://www.imdb.com/title/tt0455760/,6.2,49347.0,5340.0,2007.0,video.movie,0,0,14,207,287,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
14389,titles04/index.html.9313,tt0455805,Kiedyś mnie znajdziesz (2007) ,als sie mich fand,http://www.imdb.com/title/tt0455805/,6.0,7499.0,6000.0,2007.0,video.movie,3,0,43,63,80,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14390,titles04/index.html.9316,tt0455967,John Tucker musi odejsc (2006) ,rache ist sexy,http://www.imdb.com/title/tt0455967/,5.7,52364.0,5340.0,2006.0,video.movie,2,2,46,130,164,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14393,titles04/index.html.932,tt0040366,Mafia (1948) ,force of evil,http://www.imdb.com/title/tt0040366/,7.4,3551.0,4680.0,1948.0,video.movie,1,0,9,9,49,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14394,titles04/index.html.9324,tt0456470,Łuk (2005) ,hwal,http://www.imdb.com/title/tt0456470/,7.2,7289.0,5400.0,2005.0,video.movie,2,2,2,0,33,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14395,titles04/index.html.9326,tt0456630,Reinkarnacja (2005) ,rinne,http://www.imdb.com/title/tt0456630/,6.2,4526.0,5760.0,2005.0,video.movie,0,0,4,11,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
14396,titles04/index.html.9328,tt0456912,Slodko-gorzkie zycie (2005) ,a bittersweet life,http://www.imdb.com/title/tt0456912/,7.8,18684.0,7200.0,2005.0,video.movie,4,3,0,0,70,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14399,titles04/index.html.9332,tt0457297,Efekt motyla 2 (2006) ,the butterfly effect,http://www.imdb.com/title/tt0457297/,4.4,24698.0,5520.0,2006.0,video.movie,0,0,20,18,106,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14400,titles04/index.html.9333,tt0457400,Zaginiony ląd (2009) ,die fast vergessene welt,http://www.imdb.com/title/tt0457400/,5.3,43975.0,6120.0,2009.0,video.movie,2,9,60,637,214,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14401,titles04/index.html.9337,tt0457433,Ktoś całkiem obcy (2007) ,verf hrung einer fremden,http://www.imdb.com/title/tt0457433/,5.6,33334.0,6540.0,2007.0,video.movie,1,0,59,68,161,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14402,titles04/index.html.9338,tt0457477,Swiateczne dzwonki (TV Movie 2005) ,silver bells tv movie,http://www.imdb.com/title/tt0457477/,6.3,416.0,7200.0,2005.0,video.movie,2,1,0,0,9,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14403,titles04/index.html.9339,tt0457510,Nacho Libre (2006) ,nacho libre,http://www.imdb.com/title/tt0457510/,5.7,56453.0,5520.0,2006.0,video.movie,1,10,62,292,429,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14404,titles04/index.html.934,tt0040401,The Greed of William Hart (1948) ,the greed of william hart,http://www.imdb.com/title/tt0040401/,6.0,67.0,4800.0,1948.0,video.movie,0,0,0,0,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14405,titles04/index.html.9341,tt0457572,Fido (2006) ,fido,http://www.imdb.com/title/tt0457572/,6.8,22182.0,5580.0,2006.0,video.movie,13,15,19,39,91,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14406,titles04/index.html.9344,tt0457875,Ek Ajnabee (2005) ,ek ajnabee,http://www.imdb.com/title/tt0457875/,5.3,1014.0,8520.0,2005.0,video.movie,0,0,0,0,24,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14407,titles04/index.html.9346,tt0457993,Lilo i Stich 2: Mały feler Sticha (Video 2005) ,lilo stitch stitch v llig abgedreht video,http://www.imdb.com/title/tt0457993/,6.2,4526.0,4080.0,2005.0,video.movie,1,2,4,0,24,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14411,titles04/index.html.9356,tt0458525,X-Men geneza: Wolverine (2009) ,x men origins wolverine,http://www.imdb.com/title/tt0458525/,6.7,246690.0,6420.0,2009.0,video.movie,1,12,99,6350,620,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14418,titles04/index.html.9377,tt0460829,Inland Empire (2006) ,inland empire eine frau in schwierigkeiten,http://www.imdb.com/title/tt0460829/,7.0,35245.0,10800.0,2006.0,video.movie,4,6,21,243,345,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
14420,titles04/index.html.9380,tt0460959,This Hollow Sacrament (Video 2006) ,this hollow sacrament video,http://www.imdb.com/title/tt0460959/,3.4,91.0,5580.0,2006.0,video.movie,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14421,titles04/index.html.9388,tt0462002,Napoleon i ja (2006) ,n io e napoleone,http://www.imdb.com/title/tt0462002/,6.3,870.0,6000.0,2006.0,video.movie,4,11,4,0,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14422,titles04/index.html.939,tt0040504,Bitwa o ciężką wodę (1948) ,kampen om tungtvannet,http://www.imdb.com/title/tt0040504/,7.3,368.0,5880.0,1948.0,video.movie,1,0,0,0,6,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14425,titles04/index.html.9392,tt0462322,Grindhouse (2007) ,grindhouse,http://www.imdb.com/title/tt0462322/,7.7,132623.0,11460.0,2007.0,video.movie,2,8,95,2338,531,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
14426,titles04/index.html.9393,tt0462338,Blef (2006) ,the hoax,http://www.imdb.com/title/tt0462338/,6.7,13377.0,6960.0,2006.0,video.movie,1,2,28,60,70,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14427,titles04/index.html.9394,tt0462396,Ostatni legion (2007) ,die letzte legion,http://www.imdb.com/title/tt0462396/,5.4,24775.0,6120.0,2007.0,video.movie,0,0,12,67,167,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14428,titles04/index.html.9396,tt0462485,Poultrygeist: Night of the Chicken Dead (2006) ,poultrygeist night of the chicken dead,http://www.imdb.com/title/tt0462485/,6.2,4643.0,6180.0,2006.0,video.movie,0,0,5,90,57,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
14429,titles04/index.html.9397,tt0462501,"Real, la película (2005) ",real la pel cula,http://www.imdb.com/title/tt0462501/,6.3,596.0,5400.0,2005.0,video.movie,0,0,0,0,10,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14430,titles04/index.html.94,tt0014045,Flaming Youth (1923) ,flammende jugend,http://www.imdb.com/title/tt0014045/,7.3,29.0,5400.0,1923.0,video.movie,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14433,titles04/index.html.9405,tt0463953,Na ostrzu 2: Droga po zloto (Video 2006) ,liebe und eis video,http://www.imdb.com/title/tt0463953/,6.3,2417.0,5880.0,2006.0,video.movie,0,0,2,0,68,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14434,titles04/index.html.9408,tt0464029,Grbavica (2006) ,esmas geheimnis grbavica,http://www.imdb.com/title/tt0464029/,7.3,4366.0,5400.0,2006.0,video.movie,10,4,0,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14435,titles04/index.html.9409,tt0464049,Meska historia (2006) ,die history boys f rs leben lernen,http://www.imdb.com/title/tt0464049/,6.8,15619.0,6540.0,2006.0,video.movie,2,11,14,235,161,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
